order_id,order_date,name,city,state,post_code,region,category,sub_category,sales,qty,profit
CA-2016-137050,2016-07-14 00:00:00,Steven Ward,New York City,New York,10009,East,Office Supplies,Binders,8.54,2,2.88
CA-2016-137050,2016-07-14 00:00:00,Steven Ward,New York City,New York,10009,East,Furniture,Bookcases,579.14,4,21.72
US-2017-118087,2017-09-09 00:00:00,Stefania Perrino,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,141.37,2,-48.47
US-2017-118087,2017-09-09 00:00:00,Stefania Perrino,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.04,2,-2.33
US-2017-118087,2017-09-09 00:00:00,Stefania Perrino,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.5,1,-3.6
US-2017-118087,2017-09-09 00:00:00,Stefania Perrino,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,4.67,1,1.58
US-2017-118087,2017-09-09 00:00:00,Stefania Perrino,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,95.88,3,28.76
US-2017-118087,2017-09-09 00:00:00,Stefania Perrino,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,17.02,2,1.7
US-2017-118087,2017-09-09 00:00:00,Stefania Perrino,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,258.7,3,64.67
US-2017-118087,2017-09-09 00:00:00,Stefania Perrino,Philadelphia,Pennsylvania,19134,East,Technology,Phones,1931.96,7,-386.39
CA-2014-110184,2014-07-12 00:00:00,Ben Ferrer,Los Angeles,California,90036,West,Office Supplies,Storage,249.75,9,44.96
CA-2014-110184,2014-07-12 00:00:00,Ben Ferrer,Los Angeles,California,90036,West,Technology,Phones,255.94,8,28.79
CA-2016-126004,2016-12-04 00:00:00,Becky Martin,New York City,New York,10024,East,Furniture,Furnishings,113.79,3,20.48
CA-2016-126004,2016-12-04 00:00:00,Becky Martin,New York City,New York,10024,East,Technology,Accessories,78.15,1,34.39
CA-2016-126004,2016-12-04 00:00:00,Becky Martin,New York City,New York,10024,East,Office Supplies,Binders,1.73,1,0.6
CA-2016-126004,2016-12-04 00:00:00,Becky Martin,New York City,New York,10024,East,Office Supplies,Paper,40.56,4,19.87
CA-2016-126004,2016-12-04 00:00:00,Becky Martin,New York City,New York,10024,East,Office Supplies,Storage,182.94,3,3.66
CA-2016-126004,2016-12-04 00:00:00,Becky Martin,New York City,New York,10024,East,Office Supplies,Storage,193.86,2,11.63
CA-2017-100013,2017-11-06 00:00:00,Zuschuss Carroll,Los Angeles,California,90045,West,Office Supplies,Envelopes,15.28,2,7.49
CA-2017-100013,2017-11-06 00:00:00,Zuschuss Carroll,Los Angeles,California,90045,West,Furniture,Furnishings,8.73,1,2.97
CA-2017-100013,2017-11-06 00:00:00,Zuschuss Carroll,Los Angeles,California,90045,West,Office Supplies,Art,5.68,2,1.76
CA-2015-132570,2015-10-31 00:00:00,Kean Thornton,Buffalo,New York,14215,East,Office Supplies,Art,2.78,2,0.72
CA-2015-132570,2015-10-31 00:00:00,Kean Thornton,Buffalo,New York,14215,East,Office Supplies,Envelopes,79.96,2,35.98
CA-2016-153682,2016-05-30 00:00:00,Brooke Gillingham,Cincinnati,Ohio,45231,East,Technology,Copiers,839.99,2,70
CA-2016-144344,2016-10-28 00:00:00,Patrick Gardner,Boynton Beach,Florida,33437,South,Furniture,Furnishings,47.95,3,13.79
CA-2016-144344,2016-10-28 00:00:00,Patrick Gardner,Boynton Beach,Florida,33437,South,Office Supplies,Binders,37.43,5,-29.94
CA-2016-144344,2016-10-28 00:00:00,Patrick Gardner,Boynton Beach,Florida,33437,South,Furniture,Furnishings,63.97,2,0
CA-2016-144344,2016-10-28 00:00:00,Patrick Gardner,Boynton Beach,Florida,33437,South,Furniture,Furnishings,165.05,3,41.26
CA-2014-127012,2014-08-11 00:00:00,Greg Matthias,Seattle,Washington,98105,West,Furniture,Furnishings,12.35,1,5.43
CA-2014-127012,2014-08-11 00:00:00,Greg Matthias,Seattle,Washington,98105,West,Office Supplies,Art,40.97,1,10.65
CA-2014-127012,2014-08-11 00:00:00,Greg Matthias,Seattle,Washington,98105,West,Office Supplies,Fasteners,22.96,2,10.79
CA-2016-128727,2016-08-29 00:00:00,Meg O'Connel,New York City,New York,10024,East,Technology,Phones,22,4,5.5
US-2016-162859,2016-02-15 00:00:00,Patrick Gardner,New York City,New York,10009,East,Office Supplies,Binders,398.35,3,124.49
US-2016-162859,2016-02-15 00:00:00,Patrick Gardner,New York City,New York,10009,East,Office Supplies,Fasteners,8.72,4,3.58
CA-2017-133641,2017-05-14 00:00:00,Eva Jacobs,Gulfport,Mississippi,39503,South,Office Supplies,Envelopes,48.69,9,23.86
CA-2014-168494,2014-12-12 00:00:00,Nora Preis,Fresno,California,93727,West,Furniture,Tables,764.69,6,95.59
CA-2014-168494,2014-12-12 00:00:00,Nora Preis,Fresno,California,93727,West,Furniture,Tables,3610.85,12,135.41
CA-2014-168494,2014-12-12 00:00:00,Nora Preis,Fresno,California,93727,West,Furniture,Bookcases,254.97,3,12
CA-2017-115602,2017-12-18 00:00:00,Doug Jacobs,New York City,New York,10009,East,Office Supplies,Art,38.82,6,17.47
CA-2017-115602,2017-12-18 00:00:00,Doug Jacobs,New York City,New York,10009,East,Furniture,Chairs,1141.94,9,139.57
CA-2017-115602,2017-12-18 00:00:00,Doug Jacobs,New York City,New York,10009,East,Office Supplies,Appliances,1704.56,13,511.37
CA-2017-115602,2017-12-18 00:00:00,Doug Jacobs,New York City,New York,10009,East,Office Supplies,Art,3.2,2,1.38
CA-2015-154956,2015-07-04 00:00:00,Irene Maddox,Milwaukee,Wisconsin,53209,Central,Technology,Phones,1099.96,4,285.99
CA-2017-144638,2017-03-10 00:00:00,Mick Hernandez,Chester,Pennsylvania,19013,East,Office Supplies,Art,5.25,2,0.59
CA-2017-144638,2017-03-10 00:00:00,Mick Hernandez,Chester,Pennsylvania,19013,East,Technology,Phones,35.91,3,-8.38
CA-2017-144638,2017-03-10 00:00:00,Mick Hernandez,Chester,Pennsylvania,19013,East,Furniture,Furnishings,6.7,1,0.5
CA-2017-144638,2017-03-10 00:00:00,Mick Hernandez,Chester,Pennsylvania,19013,East,Furniture,Furnishings,43.87,2,11.52
US-2016-168620,2016-12-24 00:00:00,Ross Baird,Charlotte,North Carolina,28205,South,Office Supplies,Binders,27.88,3,-20.45
US-2016-168620,2016-12-24 00:00:00,Ross Baird,Charlotte,North Carolina,28205,South,Office Supplies,Storage,540.05,3,-47.25
US-2016-168620,2016-12-24 00:00:00,Ross Baird,Charlotte,North Carolina,28205,South,Technology,Accessories,255.68,8,76.7
CA-2017-117079,2017-10-23 00:00:00,Jocasta Rupert,Jacksonville,Florida,32216,South,Technology,Phones,863.88,3,107.99
US-2016-144393,2016-10-28 00:00:00,Suzanne McNair,Greenville,North Carolina,27834,South,Office Supplies,Binders,17.62,4,-14.09
CA-2017-105053,2017-07-07 00:00:00,Christine Sundaresam,Long Beach,New York,11561,East,Office Supplies,Binders,17.47,3,6.33
CA-2016-155992,2016-10-01 00:00:00,Chris Cortes,La Porte,Indiana,46350,Central,Technology,Phones,69.9,2,18.87
CA-2016-155992,2016-10-01 00:00:00,Chris Cortes,La Porte,Indiana,46350,Central,Furniture,Furnishings,41.85,5,10.88
CA-2017-110380,2017-09-02 00:00:00,Phillip Flathmann,San Francisco,California,94122,West,Office Supplies,Art,6.57,3,1.77
US-2014-167738,2014-12-24 00:00:00,Julie Creighton,Los Angeles,California,90045,West,Office Supplies,Storage,142.86,1,41.43
US-2014-167738,2014-12-24 00:00:00,Julie Creighton,Los Angeles,California,90045,West,Furniture,Chairs,292.27,6,18.27
CA-2017-121412,2017-09-23 00:00:00,Brooke Gillingham,Louisville,Colorado,80027,West,Furniture,Furnishings,29.33,3,3.67
CA-2017-100426,2017-06-04 00:00:00,Dan Campbell,Florence,Alabama,35630,South,Office Supplies,Paper,12.48,2,5.62
US-2016-103646,2016-04-21 00:00:00,Sibella Parks,Chicago,Illinois,60623,Central,Office Supplies,Storage,102.34,4,-12.79
US-2016-103646,2016-04-21 00:00:00,Sibella Parks,Chicago,Illinois,60623,Central,Office Supplies,Appliances,48.79,3,-126.86
US-2016-103646,2016-04-21 00:00:00,Sibella Parks,Chicago,Illinois,60623,Central,Office Supplies,Binders,44.85,8,-67.27
CA-2016-119186,2016-05-26 00:00:00,Maurice Satty,Fort Worth,Texas,76106,Central,Office Supplies,Paper,10.37,2,3.63
CA-2016-119186,2016-05-26 00:00:00,Maurice Satty,Fort Worth,Texas,76106,Central,Furniture,Chairs,388.43,5,-88.78
CA-2016-119186,2016-05-26 00:00:00,Maurice Satty,Fort Worth,Texas,76106,Central,Office Supplies,Paper,14.35,3,5.2
CA-2016-119186,2016-05-26 00:00:00,Maurice Satty,Fort Worth,Texas,76106,Central,Technology,Accessories,63.99,1,-7.2
CA-2016-148698,2016-05-02 00:00:00,Bryan Davis,Houston,Texas,77070,Central,Office Supplies,Art,86.35,3,5.4
CA-2014-163293,2014-09-08 00:00:00,Karen Carlisle,Macon,Georgia,31204,South,Technology,Accessories,32.97,3,12.86
CA-2014-163293,2014-09-08 00:00:00,Karen Carlisle,Macon,Georgia,31204,South,Technology,Accessories,83.88,4,30.2
CA-2016-160815,2016-09-05 00:00:00,Toby Ritter,Cedar Rapids,Iowa,52402,Central,Technology,Phones,278.4,3,80.74
CA-2017-122154,2017-04-09 00:00:00,Sue Ann Reed,Jacksonville,Florida,32216,South,Office Supplies,Labels,15.12,3,4.91
CA-2017-122154,2017-04-09 00:00:00,Sue Ann Reed,Jacksonville,Florida,32216,South,Office Supplies,Binders,17.43,1,-13.36
CA-2017-122154,2017-04-09 00:00:00,Sue Ann Reed,Jacksonville,Florida,32216,South,Office Supplies,Paper,251.64,3,88.07
US-2015-149692,2015-12-06 00:00:00,Katrina Willman,Austin,Texas,78745,Central,Office Supplies,Binders,2.77,7,-4.85
CA-2016-119445,2016-06-26 00:00:00,Gene McClure,Providence,Rhode Island,2908,East,Office Supplies,Storage,14.9,5,1.04
CA-2015-124268,2015-07-04 00:00:00,Alan Dominguez,New York City,New York,10035,East,Office Supplies,Art,15.48,3,4.49
CA-2016-154711,2016-11-22 00:00:00,Todd Boyes,New York City,New York,10009,East,Furniture,Furnishings,39.88,2,11.17
CA-2016-154711,2016-11-22 00:00:00,Todd Boyes,New York City,New York,10009,East,Office Supplies,Binders,12.19,4,4.11
CA-2016-154711,2016-11-22 00:00:00,Todd Boyes,New York City,New York,10009,East,Office Supplies,Art,20.82,3,7.5
CA-2016-163384,2016-11-10 00:00:00,Chuck Clark,San Francisco,California,94122,West,Office Supplies,Binders,13.22,4,4.46
CA-2016-163384,2016-11-10 00:00:00,Chuck Clark,San Francisco,California,94122,West,Office Supplies,Paper,32.4,5,15.55
CA-2015-101707,2015-08-27 00:00:00,Philip Fox,San Diego,California,92105,West,Office Supplies,Supplies,32.94,3,9.22
CA-2015-101707,2015-08-27 00:00:00,Philip Fox,San Diego,California,92105,West,Office Supplies,Paper,114.2,5,52.53
CA-2015-101707,2015-08-27 00:00:00,Philip Fox,San Diego,California,92105,West,Office Supplies,Labels,3.08,1,1.48
CA-2015-138898,2015-05-25 00:00:00,Justin Hirsh,Pueblo,Colorado,81001,West,Office Supplies,Appliances,845.73,13,84.57
CA-2017-115427,2017-12-30 00:00:00,Erica Bern,Fairfield,California,94533,West,Office Supplies,Binders,13.9,2,4.52
CA-2017-115427,2017-12-30 00:00:00,Erica Bern,Fairfield,California,94533,West,Office Supplies,Binders,20.72,2,6.48
CA-2016-134425,2016-12-08 00:00:00,Quincy Jones,Saint Paul,Minnesota,55106,Central,Technology,Phones,114.95,5,2.3
CA-2015-121391,2015-10-04 00:00:00,Alex Avila,San Francisco,California,94109,West,Office Supplies,Storage,26.96,2,7.01
CA-2016-137043,2016-12-23 00:00:00,Logan Currie,Springfield,Virginia,22153,South,Furniture,Furnishings,572.76,6,166.1
CA-2016-137043,2016-12-23 00:00:00,Logan Currie,Springfield,Virginia,22153,South,Furniture,Furnishings,286.38,3,83.05
CA-2015-115847,2015-09-19 00:00:00,Tracy Collins,Arlington,Virginia,22204,South,Furniture,Bookcases,61.96,2,4.34
US-2017-126179,2017-07-03 00:00:00,Chuck Sachs,Columbus,Georgia,31907,South,Furniture,Furnishings,23.99,1,5.52
US-2017-126179,2017-07-03 00:00:00,Chuck Sachs,Columbus,Georgia,31907,South,Technology,Phones,287.97,3,77.75
CA-2016-101966,2016-07-14 00:00:00,Bryan Mills,Houston,Texas,77036,Central,Technology,Phones,419.94,7,52.49
CA-2016-141397,2016-06-20 00:00:00,Roy Collins,Pasadena,California,91104,West,Office Supplies,Paper,46.76,7,22.44
CA-2016-141397,2016-06-20 00:00:00,Roy Collins,Pasadena,California,91104,West,Office Supplies,Binders,17.71,3,6.42
CA-2016-141397,2016-06-20 00:00:00,Roy Collins,Pasadena,California,91104,West,Office Supplies,Appliances,21.78,2,5.66
CA-2016-141397,2016-06-20 00:00:00,Roy Collins,Pasadena,California,91104,West,Office Supplies,Storage,161.94,3,9.72
CA-2016-141397,2016-06-20 00:00:00,Roy Collins,Pasadena,California,91104,West,Furniture,Chairs,161.57,2,-8.08
CA-2016-141082,2016-12-09 00:00:00,Fred McMath,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,3.69,1,1.73
CA-2016-141082,2016-12-09 00:00:00,Fred McMath,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,122.12,4,56.18
US-2016-134488,2016-09-24 00:00:00,Pete Kriz,Columbus,Ohio,43229,East,Furniture,Chairs,155.37,2,-13.32
CA-2016-145919,2016-12-18 00:00:00,Henry Goldwyn,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,18.66
CA-2016-145919,2016-12-18 00:00:00,Henry Goldwyn,Los Angeles,California,90032,West,Furniture,Furnishings,183.84,8,62.51
CA-2016-145919,2016-12-18 00:00:00,Henry Goldwyn,Los Angeles,California,90032,West,Office Supplies,Supplies,579.3,5,28.97
CA-2017-157651,2017-12-10 00:00:00,Helen Andreada,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,14.2,1,3.37
CA-2014-160773,2014-07-01 00:00:00,Laurel Workman,Deltona,Florida,32725,South,Technology,Phones,575.92,2,71.99
CA-2014-160773,2014-07-01 00:00:00,Laurel Workman,Deltona,Florida,32725,South,Office Supplies,Binders,5.18,6,-3.63
CA-2017-167703,2017-02-03 00:00:00,Matt Collins,Cincinnati,Ohio,45231,East,Office Supplies,Binders,5.23,3,-4.18
CA-2017-167703,2017-02-03 00:00:00,Matt Collins,Cincinnati,Ohio,45231,East,Office Supplies,Storage,285.55,2,35.69
CA-2017-121804,2017-03-03 00:00:00,Liz Preis,Murray,Kentucky,42071,South,Office Supplies,Appliances,72.8,5,19.66
CA-2017-162635,2017-10-09 00:00:00,Evan Bailliet,Wilmington,North Carolina,28403,South,Office Supplies,Paper,10.82,4,3.52
CA-2014-107153,2014-09-28 00:00:00,George Zrebassa,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,46.26,3,12.49
US-2014-117058,2014-05-27 00:00:00,Laurel Elliston,Chicago,Illinois,60653,Central,Office Supplies,Binders,17.46,6,-30.56
CA-2015-120439,2015-06-14 00:00:00,Alan Dominguez,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.07,6,5.11
CA-2016-128258,2016-03-30 00:00:00,Cathy Prescott,Norwich,Connecticut,6360,East,Office Supplies,Paper,11.34,1,5.56
CA-2017-106033,2017-10-15 00:00:00,Frank Gastineau,San Francisco,California,94110,West,Office Supplies,Art,87.92,4,26.38
CA-2016-142762,2016-05-23 00:00:00,Lisa DeCherney,San Francisco,California,94109,West,Furniture,Furnishings,37.05,3,16.3
CA-2017-127705,2017-06-02 00:00:00,Alejandro Ballentine,Lorain,Ohio,44052,East,Technology,Phones,2.97,1,-0.64
CA-2017-127705,2017-06-02 00:00:00,Alejandro Ballentine,Lorain,Ohio,44052,East,Office Supplies,Storage,27.44,2,2.4
CA-2014-122567,2014-02-16 00:00:00,Michael Nguyen,Dallas,Texas,75220,Central,Office Supplies,Binders,1.08,3,-1.73
CA-2014-122567,2014-02-16 00:00:00,Michael Nguyen,Dallas,Texas,75220,Central,Office Supplies,Appliances,7.96,2,-13.93
CA-2014-121664,2014-05-06 00:00:00,Harold Pawlan,Los Angeles,California,90049,West,Office Supplies,Binders,140.74,8,52.78
CA-2016-122133,2016-05-16 00:00:00,Jim Radford,Middletown,Connecticut,6457,East,Office Supplies,Storage,552.56,4,0
US-2017-123281,2017-04-02 00:00:00,Jamie Frazer,Los Angeles,California,90008,West,Furniture,Furnishings,25.11,3,6.53
CA-2017-100524,2017-03-31 00:00:00,Chad McGuire,New York City,New York,10011,East,Furniture,Furnishings,29.78,2,8.04
CA-2017-100524,2017-03-31 00:00:00,Chad McGuire,New York City,New York,10011,East,Technology,Phones,677.58,3,176.17
CA-2017-100524,2017-03-31 00:00:00,Chad McGuire,New York City,New York,10011,East,Office Supplies,Paper,75.04,8,36.02
CA-2017-113481,2017-01-02 00:00:00,Aaron Smayling,Jacksonville,North Carolina,28540,South,Technology,Machines,695.7,2,-27.83
CA-2017-113481,2017-01-02 00:00:00,Aaron Smayling,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,15.66,5,-12.53
CA-2017-113481,2017-01-02 00:00:00,Aaron Smayling,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,28.85,6,-21.16
CA-2015-131758,2015-05-28 00:00:00,Karl Braun,Freeport,New York,11520,East,Office Supplies,Art,47.82,3,14.35
CA-2015-131758,2015-05-28 00:00:00,Karl Braun,Freeport,New York,11520,East,Office Supplies,Labels,13.05,5,6
CA-2014-118339,2014-03-17 00:00:00,Bradley Nguyen,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,93.78,2,36.57
CA-2014-118339,2014-03-17 00:00:00,Bradley Nguyen,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.18,7,23.59
CA-2014-118339,2014-03-17 00:00:00,Bradley Nguyen,Lakeville,Minnesota,55044,Central,Office Supplies,Art,19.68,6,5.71
CA-2014-118339,2014-03-17 00:00:00,Bradley Nguyen,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,53.4,10,25.1
CA-2014-118339,2014-03-17 00:00:00,Bradley Nguyen,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,35.88,6,17.22
CA-2014-153976,2014-10-03 00:00:00,Beth Paige,Evanston,Illinois,60201,Central,Furniture,Chairs,258.28,3,-70.1
CA-2016-162901,2016-03-28 00:00:00,Aaron Smayling,Arlington,Virginia,22204,South,Office Supplies,Storage,31.4,2,7.85
CA-2017-162978,2017-05-04 00:00:00,Lindsay Williams,San Francisco,California,94109,West,Technology,Phones,183.96,5,20.7
CA-2017-162978,2017-05-04 00:00:00,Lindsay Williams,San Francisco,California,94109,West,Office Supplies,Paper,17.61,3,8.45
CA-2017-162978,2017-05-04 00:00:00,Lindsay Williams,San Francisco,California,94109,West,Furniture,Tables,300.9,1,11.28
US-2014-160444,2014-07-05 00:00:00,Dan Campbell,Houston,Texas,77036,Central,Office Supplies,Storage,220.78,3,-44.16
US-2014-160444,2014-07-05 00:00:00,Dan Campbell,Houston,Texas,77036,Central,Office Supplies,Storage,281.42,11,-35.18
CA-2016-145247,2016-05-05 00:00:00,Natalie DeCherney,Louisville,Kentucky,40214,South,Office Supplies,Paper,79.14,3,36.4
CA-2017-160045,2017-04-26 00:00:00,Larry Blacks,Fort Worth,Texas,76106,Central,Furniture,Furnishings,1.99,1,-1.44
US-2014-151925,2014-09-26 00:00:00,Kean Takahito,Los Angeles,California,90049,West,Furniture,Chairs,145.57,2,0
CA-2017-125199,2017-10-19 00:00:00,Harry Marie,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,123.26,7,9.24
CA-2017-125199,2017-10-19 00:00:00,Harry Marie,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,23.68,4,7.4
CA-2017-125199,2017-10-19 00:00:00,Harry Marie,Philadelphia,Pennsylvania,19120,East,Technology,Phones,309.58,4,-56.76
US-2017-155425,2017-11-10 00:00:00,Ann Blume,Tucson,Arizona,85705,West,Office Supplies,Binders,38.39,14,-25.59
US-2017-155425,2017-11-10 00:00:00,Ann Blume,Tucson,Arizona,85705,West,Technology,Machines,95.99,2,-64
US-2017-155425,2017-11-10 00:00:00,Ann Blume,Tucson,Arizona,85705,West,Technology,Accessories,239.95,6,-35.99
US-2017-155425,2017-11-10 00:00:00,Ann Blume,Tucson,Arizona,85705,West,Technology,Phones,201.58,2,15.12
US-2017-155425,2017-11-10 00:00:00,Ann Blume,Tucson,Arizona,85705,West,Furniture,Chairs,899.14,4,-146.11
CA-2017-133249,2017-07-08 00:00:00,Sam Zeldin,Pico Rivera,California,90660,West,Furniture,Furnishings,145.9,5,62.74
US-2015-103471,2015-12-24 00:00:00,Jim Radford,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,590.06,7,-786.74
US-2015-103471,2015-12-24 00:00:00,Jim Radford,Colorado Springs,Colorado,80906,West,Office Supplies,Art,14.04,3,1.58
CA-2017-136672,2017-03-07 00:00:00,Michael Granlund,Clinton,Maryland,20735,East,Technology,Accessories,49.08,3,4.91
US-2014-157021,2014-04-01 00:00:00,Kunst Miller,Vallejo,California,94591,West,Office Supplies,Labels,29.6,2,14.8
US-2014-157021,2014-04-01 00:00:00,Kunst Miller,Vallejo,California,94591,West,Office Supplies,Binders,17.09,4,5.55
CA-2015-120362,2015-09-14 00:00:00,Christina Anderson,Provo,Utah,84604,West,Furniture,Tables,912.75,5,118.66
CA-2014-126361,2014-08-04 00:00:00,Valerie Dominguez,Pleasant Grove,Utah,84062,West,Office Supplies,Appliances,1089.75,3,305.13
CA-2014-126361,2014-08-04 00:00:00,Valerie Dominguez,Pleasant Grove,Utah,84062,West,Office Supplies,Paper,447.84,8,219.44
CA-2014-126361,2014-08-04 00:00:00,Valerie Dominguez,Pleasant Grove,Utah,84062,West,Office Supplies,Art,16.4,5,4.26
CA-2014-126361,2014-08-04 00:00:00,Valerie Dominguez,Pleasant Grove,Utah,84062,West,Technology,Phones,399.96,5,35
CA-2014-126361,2014-08-04 00:00:00,Valerie Dominguez,Pleasant Grove,Utah,84062,West,Office Supplies,Storage,158.9,5,7.95
CA-2014-126361,2014-08-04 00:00:00,Valerie Dominguez,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,13.18,1,4.78
US-2016-100566,2016-09-03 00:00:00,Julie Kriz,Aurora,Illinois,60505,Central,Furniture,Furnishings,83.95,3,-90.25
US-2016-108504,2016-02-05 00:00:00,Paul Prost,Smyrna,Georgia,30080,South,Office Supplies,Storage,80.98,1,1.62
US-2016-108504,2016-02-05 00:00:00,Paul Prost,Smyrna,Georgia,30080,South,Office Supplies,Paper,348.84,9,170.93
US-2016-108504,2016-02-05 00:00:00,Paul Prost,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,9.45,5,0.19
US-2016-108504,2016-02-05 00:00:00,Paul Prost,Smyrna,Georgia,30080,South,Furniture,Furnishings,18.84,3,7.16
US-2016-108504,2016-02-05 00:00:00,Paul Prost,Smyrna,Georgia,30080,South,Furniture,Bookcases,239.98,2,52.8
US-2016-108504,2016-02-05 00:00:00,Paul Prost,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,167.96,2,78.94
US-2016-108504,2016-02-05 00:00:00,Paul Prost,Smyrna,Georgia,30080,South,Technology,Phones,104.85,3,28.31
US-2016-108504,2016-02-05 00:00:00,Paul Prost,Smyrna,Georgia,30080,South,Technology,Phones,484.83,3,126.06
US-2016-108504,2016-02-05 00:00:00,Paul Prost,Smyrna,Georgia,30080,South,Office Supplies,Paper,122.97,3,60.26
US-2016-108504,2016-02-05 00:00:00,Paul Prost,Smyrna,Georgia,30080,South,Office Supplies,Storage,154.44,3,1.54
US-2016-108504,2016-02-05 00:00:00,Paul Prost,Smyrna,Georgia,30080,South,Office Supplies,Paper,342.37,7,160.91
CA-2017-124828,2017-07-03 00:00:00,Yana Sorensen,Burlington,North Carolina,27217,South,Office Supplies,Art,9.55,3,1.55
US-2017-117247,2017-10-09 00:00:00,Cyma Kinney,Aurora,Illinois,60505,Central,Furniture,Tables,652.45,5,-430.62
US-2017-117247,2017-10-09 00:00:00,Cyma Kinney,Aurora,Illinois,60505,Central,Furniture,Tables,66.65,3,-42.65
CA-2016-124485,2016-11-24 00:00:00,Nat Carroll,New York City,New York,10035,East,Office Supplies,Binders,17.22,4,6.03
CA-2016-124485,2016-11-24 00:00:00,Nat Carroll,New York City,New York,10035,East,Office Supplies,Paper,11.56,2,5.66
CA-2016-124485,2016-11-24 00:00:00,Nat Carroll,New York City,New York,10035,East,Technology,Accessories,88.4,4,11.49
CA-2016-124485,2016-11-24 00:00:00,Nat Carroll,New York City,New York,10035,East,Office Supplies,Paper,6.48,1,3.11
CA-2016-159212,2016-11-01 00:00:00,Katherine Murray,Salem,Virginia,24153,South,Technology,Phones,21.8,2,6.1
CA-2016-159212,2016-11-01 00:00:00,Katherine Murray,Salem,Virginia,24153,South,Office Supplies,Envelopes,251.79,3,118.34
US-2016-161396,2016-04-19 00:00:00,Gary Mitchum,Columbus,Ohio,43229,East,Furniture,Tables,205.18,2,-58.13
US-2016-161396,2016-04-19 00:00:00,Gary Mitchum,Columbus,Ohio,43229,East,Office Supplies,Paper,419.4,5,146.79
US-2014-118486,2014-04-06 00:00:00,Shirley Daniels,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,10.3,1,-2.19
US-2014-118486,2014-04-06 00:00:00,Shirley Daniels,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,154.76,3,-36.11
US-2014-118486,2014-04-06 00:00:00,Shirley Daniels,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,116.78,2,21.9
CA-2016-130407,2016-09-02 00:00:00,Karen Daniels,New York City,New York,10024,East,Office Supplies,Art,75.48,2,19.62
CA-2016-130407,2016-09-02 00:00:00,Karen Daniels,New York City,New York,10024,East,Furniture,Furnishings,39.98,2,10
US-2016-122245,2016-09-25 00:00:00,Adrian Barton,Phoenix,Arizona,85023,West,Furniture,Tables,393.17,3,-204.45
CA-2017-105144,2017-11-04 00:00:00,Sam Zeldin,Grand Prairie,Texas,75051,Central,Office Supplies,Labels,23.68,2,8.88
CA-2016-136329,2016-07-09 00:00:00,Jonathan Doherty,New York City,New York,10035,East,Furniture,Chairs,408.01,2,72.53
CA-2016-136329,2016-07-09 00:00:00,Jonathan Doherty,New York City,New York,10035,East,Furniture,Furnishings,165.28,4,14.88
CA-2014-146640,2014-06-30 00:00:00,Helen Abelman,New York City,New York,10024,East,Office Supplies,Binders,334.77,7,108.8
CA-2017-115994,2017-01-28 00:00:00,Beth Thompson,Costa Mesa,California,92627,West,Technology,Accessories,239.97,3,26.4
CA-2017-115994,2017-01-28 00:00:00,Beth Thompson,Costa Mesa,California,92627,West,Furniture,Furnishings,37.74,3,12.83
CA-2015-126697,2015-09-21 00:00:00,Stuart Van,Houston,Texas,77041,Central,Technology,Phones,946.34,7,118.29
CA-2015-126697,2015-09-21 00:00:00,Stuart Van,Houston,Texas,77041,Central,Technology,Accessories,151.2,3,32.13
CA-2015-126697,2015-09-21 00:00:00,Stuart Van,Houston,Texas,77041,Central,Furniture,Furnishings,4.93,4,-1.48
CA-2015-124800,2015-09-26 00:00:00,Rick Wilson,Mesa,Arizona,85204,West,Office Supplies,Paper,86.27,4,31.27
CA-2015-124800,2015-09-26 00:00:00,Rick Wilson,Mesa,Arizona,85204,West,Office Supplies,Binders,72.59,2,-48.39
CA-2015-124800,2015-09-26 00:00:00,Rick Wilson,Mesa,Arizona,85204,West,Office Supplies,Appliances,60.67,2,14.41
